,book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,book_genres,image_url,gen_1,gen_2,gen_3,gen_4
21448,Albert Camus|Matthew    Ward,"Since it was first published in English, in 1946, Albert Camus's extraordinary first novel, The Stranger (L'Etranger), has had a profound impact on millions of American readers. Through this story of an ordinary man who unwittingly gets drawn into a senseless murder on a sun-drenched Algerian beach, Camus was exploring what he termed ""the nakedness of man faced with the absurd.""Now, in an illuminating new American translation (the only English version available for more than forty years was done by a British translator), the original intent of The Stranger is made more immediate, as Matthew Ward captures in exact and lucid language precisely what Camus said and how he said it, thus giving this haunting novel a new life for generations to come.Albert Camus, son of a working-class family, was born in Algeria in 1913. He spent the early years of his life in North Africa, where he worked at Various jobs -- in the weather bureau, in an automobile-accessory firm, in a shipping company -- to help pay for his courses at the University of Algiers. He then turned to journalism as a career. His report on the unhappy state of the Muslims of the Kabylie region aroused the Algerian government to action and brought him public notice. From 1935 to 1938 he ran the Theatre de L'Equipe, a theatrical company that produced plays by Malraux, Gide, Synge, Dostoevski, and others. During World War II he was one of the leading writers of the French Resistance and editor of Combat, then an important underground newspaper. Camus was always very active in the theater, and several of his plays have been published and produced. His fiction, including The Stranger, The Plague, The Fall, and Exile and the Kingdom; his philosophical essays, The Myth of Sisyphus and The Rebel; and his plays have assured his preeminent position in modern French letters. In 1957 Camus was awarded the Nobel Prize for Literature. His sudden death on January 4, 1960, cut short the career of one of the most important literary figures of the Western world when he was at the very summit of his powers.",,Hardcover,9.78039E+12,144,3.97,556306,17622,The Stranger,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1329264355l/58197.jpg,Classics,Fiction,Philosophy,Cultural
18602,Albert Camus|Νίκη Καρακίτσου-Ντουζέ|Μαρία Κασαμπάλογλου-Ρομπλέν,"«... Αυτό που θα διαβάσει ο αναγνώστης στον Ξένο είναι η ιστορία ενός ανθρώπου που, δίχως τίποτα το ηρωικό στη συμπεριφορά του, δέχεται να πεθάνει για την αλήθεια. Ένιωσα εξάλλου την ανάγκη να πω, κι ας μοιάζει παράδοξο, πως προσπάθησα ν' αποδώσω με τον ήρωά μου το μόνο Χριστό που μας αξίζει. Είναι φανερό λοιπόν, μετά τις εξηγήσεις μου, ότι το είπα χωρίς πρόθεση βλασφημίας, απλώς και μόνο με την κάπως ειρωνική τρυφερότητα που δικαιούται να νιώθει ένας καλλιτέχνης για τα πρόσωπα που δημιουργεί».ΑΛΜΠΕΡ ΚΑΜΥ, 1954",,,,144,3.97,556224,17617,Ο ξένος,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1287810556l/9559392.jpg,Classics,Fiction,Philosophy,Cultural
10965,Albert Camus|Sandra Smith,"An alternate cover for this ISBN can be found here.Meursault will not conform. When his mother dies, he refuses to show his emotions simply to satisfy the expectations of others. And when he commits a random act of violence on a sun-drenched beach, his lack of remorse only compounds his guilt in the eyes of society and law.Albert Camus' portrayal of a man confronting the absurdity of human life became an existentialist classic. Yet it is also a book filled with quiet joy in the ""tender indifference"" of the physical world, and Sandra Smith's new translation based on listening to a recording of Camus reading aloud, sensitively renders the subtleties and dreamlike atmosphere of The Outsider.",Penguin Modern Classics,Paperback,9.78014E+12,111,3.97,556194,17616,The Outsider,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1440779098l/18214704.jpg,Classics,Fiction,Philosophy,Cultural
7586,Albert Camus,"«Quand la sonnerie a encore retenti, que la porte du box s'est ouverte, c'est le silence de la salle qui est monté vers moi, le silence, et cette singulière sensation que j'ai eue lorsque j'ai constaté que le jeune journaliste avait détourné les yeux. Je n'ai pas regardé du côté de Marie. Je n'en ai pas eu le temps parce que le président m'a dit dans une forme bizarre que j'aurais la tête tranchée sur une place publique au nom du peuple français.»L'étranger est le premier roman d'Albert Camus, Prix Nobel de littérature en 1957.",Folio n°2,Mass Market Paperback,9.78207E+12,184,3.97,556152,17616,L'Étranger,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1332596551l/15688.jpg,Classics,Fiction,Philosophy,Cultural
7746,Albert Camus|امیرجلال‌الدین اعلم,دیرگاهی پیش بیگانه را در جمله ای خلاصه کردم که تصدیق می کنم بسیار شگفت نما و خارق اجماع است: “در جامعۀ ما هر آدمی که در سرِ خاکسپاریِ مادرش نگرید، خودش را در معرض این خطر می آورد که محکوم به مرگ شود.” مرادم از آن گفته جز این نبود که قهرمان کتاب محکوم می شود زیرا در بازی همگانی شرکت نمی کند. بدین معنی او با جامعه ای که در آن می زید بیگانه است. در حاشیه، در کنارۀ زندگی خصوصی، منزوی، و لذت جویانه پرسه می زند. … اگر آدم از خودش بپرسد که مورسو از چه باره در بازی همگانی شرکت نمی کند، پاسخش ساده است: مورسو از دروغ گفتن سر باز می زند. دروغ گفتن نه تنها آن است چیزی را که راست نیست بگوئیم. بلکه همچنین، و بویژه، آن است که چیزی را راست تر از آنچه هست بگوئیم و، در مورد دل انسان، بیشتر از آنچه احساس می کنیم بگوئیم. این کاری است که همه مان هر روز می کنیم تا زندگی را ساده گردانیم. مورسو، به خلاف آنچه می نماید، نمی خواهد زندگی را ساده گرداند. مورسو می گوید که او چیست، از گُنده جلوه دادن احساسهایش سر باز می زند، و جامعه بی درنگ احساس خطر می کند…پس، به دیدۀ من مورسو آدمی وازده نیست، بلکه انسانی است بیچاره و عریان، و دلباختۀ خورشیدی که سایه به جا نمی گذارد. مورسو نه همان بی بهره از حساسیت نیست بلکه اشتیاقی ژرف-ژرف از آن رو که خاموش است-به او جان می بخشد: اشتیاق به مطلق و راستی. این راستی هنوز منفی است، راستیِ بودن و راستیِ احساس کردن، ولی بدون آن هیچ فتحی بر خود و بر جهان هرگز شدنی نیست.بنابراین، آدمی چندان بر خطا نیست که در بیگانه سرگذشت انسانی را بخواند که بدون هیچ گونه نگرش قهرمانانه می پذیرد که جانش را بر سرِ راستی بگذارد. / آلبر کامو,,Paperback,9.78964E+12,144,3.97,556143,17616,بیگانه,Classics|Fiction|Philosophy|Cultural|France|Literature,https://images.gr-assets.com/books/1441969037l/440020.jpg,Classics,Fiction,Philosophy,Cultural
108,Albert Camus|Matthew    Ward,"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward.",,Paperback,,123,3.97,555897,17611,The Stranger,Classics|Fiction|Philosophy|Cultural|France|Literature|Novels|European Literature|French Literature|Academic|School|Literature|20th Century|Academic|Read For School,https://images.gr-assets.com/books/1349927872l/49552.jpg,Classics,Fiction,Philosophy,Cultural
45854,Rick Riordan,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos’s army is stronger than ever, and with every god and half-blood he recruits, the evil Titan’s power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it’s up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy’s sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate. Editorial Reviews The action, never leisurely in any of the five books in the series, runs at a frantic pace here—monsters pop out with a rapidity that becomes almost predictable, except that they are so enjoyably hair-raising, and that Riordan has such clever ways of dispatching them…Like the stories in which they're rooted, Riordan's Percy Jackson novels speak to more than one audience, and in more than one key. About The Author: Percy Jackson and the Olympians is a terrific YA series by former middle school teacher and mystery writer Rick Riordan that revamps Greek mythology in a fun, fresh way kids find enthralling. A trouble-prone teen with attention deficit disorder and dyslexia, Percy is the half-blood son of Poseidon, one of 12 Olympian gods making mischief right here in 21st-century America. Praised by critics, librarians, and teachers, the Percy Jackson books have been honored with numerous awards and appear consistently on The New York Times bestseller list. The series grew out of a sequence of bedtime stories Riordan invented for his son Haley -- who, at eight, had just been diagnosed with learning disabilities. Although Haley was having trouble in",,Paperback,9.78014E+12,361,4.5,554155,19509,The Last Olympian,Fantasy|Young Adult|Fantasy|Mythology,https://images.gr-assets.com/books/1347510088l/7706484.jpg,Fantasy,Young Adult,Fantasy,Mythology
43565,Rick Riordan,"Alternate Cover Edition.All year the half-bloods have been preparing for battle against the Titans, knowing the odds are against them. Kronos is stronger than ever, and with every god and half-blood he recruits, his power only grows. In this momentous final book in the ""New York Times"" best-selling series, the prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",,Paperback,9.78142E+12,381,4.5,554149,19509,The Last Olympian,Fantasy|Young Adult|Fantasy|Mythology,https://images.gr-assets.com/books/1480130812l/6948214.jpg,Fantasy,Young Adult,Fantasy,Mythology
34616,Rick Riordan|Reni Indardini,"Akhirnya, ramalan besar itu pun didengar utuh oleh Percy Jackson saat beberapa hari lagi dia benar-benar akan menginjak usia enam belas tahun.Kekhawatiran memuncak, ketegangan menjadi-jadi.Kronos dan sekutu para Titan menyusun strategi penyerangan penghabisan dari segala penjuru. Seluruh blasteran di perkemahan pun bersiap untuk pertempuran terdahsyat dalam hidup mereka. Bahkan para dewa pun tak tahu, apakah ini akan jadi akhir dari Olympus, akhir dari Peradaban Barat? Istana Poseidon di ambang kehancuran, raksasa terkuat andalan sang penguasa Titan, Typhon, menyerang kota dan bergeming meski dihadang bertubi-tubi oleh para dewa. Petir Zeus bahkan tak bisa melukainya!Percy hampir tak punya harapan, kecuali satu jalan keluar yang diusulkan Nico sang putra Hades. Namun, jika keberuntunga tak berpihak padanya, tindakan itu bisa berujung pada kematiannya - dan kemusnahan Bangsa Olympia.Petualangan Percy, Annabeth, Grover, dan rachel kali ini akan membuat penggemar seri ini tak berkedip sedikit pun sampai halaman terakhir.",,Paperback,9.78979E+12,452,4.5,554104,19505,Dewi Olympia Terakhir,Fantasy|Young Adult|Fantasy|Mythology,https://images.gr-assets.com/books/1277619890l/8491983.jpg,Fantasy,Young Adult,Fantasy,Mythology
23779,Rick Riordan|Santiago del Rey,"Los mestizos han dedicado mucho tiempo a prepararse para la batalla decisiva contra los titanes, aunque saben que sus posibilidades de obtener la victoria son mínimas. El ejército de Cronos es ahora más formidable que nunca y, con cada dios y cada mestizo que logra reclutar, aumentan los poderes del maligno titán.Tras fracasar en un primer intento de detener en alta mar las arrolladoras huestes de Cronos, Percy Jackson y los olímpicos se esfuerzan por mantener a raya la furia desatada del monstruo Tifón. Y cuando Cronos ordena el avance definitivo hacia Nueva York, donde el monte Olimpo, en lo alto del Empire State, se encuentra prácticamente indefenso, pararle los pies al implacable Señor del Tiempo dependerá exclusivamente de Percy y su pequeño ejército de jóvenes semidioses.En esta entrega final de la serie, la profecía largamente anunciada en torno al decimosexto cumpleaños de Percy se hace por fin realidad. Y mientras en las calles de Manhattan se libra una despiadada batalla por la civilización occidental, Percy abriga la terrible sospecha de estar luchando contra su propio destino.",,Paperback,,346,4.5,554037,19505,El último héroe del Olimpo,Fantasy|Young Adult|Fantasy|Mythology,https://images.gr-assets.com/books/1317254851l/8267073.jpg,Fantasy,Young Adult,Fantasy,Mythology
